cpg index	Gene Symbol
cg17071957	GSN
cg17072268	PLD3
cg17074212	ZNF215
cg17076012	KLHDC1
cg17076921	CAMK2G
cg17078393	LCK
cg17079378	RAD54L
cg17080180	POMT2
cg17080277	PTPRB
cg17083853	SURF1
cg17083925	TGM2
cg17084151	NCALD
cg17084361	CDS1
cg17085299	IRF2BP1
cg17088290	AMHR2
cg17090012	DAPK1
cg17091770	STYX
cg17092062	SLC35C1
cg17093267	XPNPEP1
cg17095279	APOH
cg17095753	BRAF
cg17095936	TBX19
cg17096191	NOS1AP
cg17099569	GLI2
cg17100200	GUCA2B
cg17100322	FYN
cg17102807	POLR1C
cg17105014	GYPC
cg17108383	PCDHGC5
cg17108819	CD8A
cg17109273	TINF2
cg17111669	NCOA5
cg17114257	FCHSD2
cg17115258	TM2D3
cg17118262	CCL1
cg17119387	KIAA0664
cg17119559	GPR64
cg17122244	SAPS2
cg17122311	IL27
cg17124509	C17orf57
cg17124700	RGS8
cg17125623	NFATC3
cg17127132	GGCX
cg17127587	TMEM45A
cg17127769	LCP2
cg17127823	TRAM1
cg17129141	MSH2
cg17129388	NGFR
cg17130791	PPT1
cg17132967	ZNF83
cg17133183	CRABP1
cg17133388	C3orf28
cg17136126	ZNF71
cg17140815	ATP6V1F
cg17141902	NINJ1
cg17142134	SLC2A2
cg17142149	DSCR1L1
cg17142183	IL1R2
cg17142470	SORBS3
cg17145652	HOOK3
cg17145806	ICMT
cg17146877	CCDC32
cg17150465	SCRIB
cg17154022	HMGN2
cg17155596	STAMBPL1
cg17158059	MGC15407
cg17159242	RPS7
cg17159537	PEX11G
cg17161537	MRPL12
cg17162024	UNQ9433
cg17162271	GPSN2
cg17163751	H2AFY2
cg17164340	VPS36
cg17165266	KRT18
cg17165284	DNM2
cg17165760	ANKRD26
cg17166338	TERT
cg17166812	NDUFS2
cg17168535	XPO7
cg17169613	RALB
cg17169998	MLC1
cg17170504	HSPC065
cg17171485	HEBP2
cg17173423	MS4A3
cg17176395	RAB2
cg17176732	OXR1
cg17177336	HSPC268
cg17177699	COL5A3
cg17177829	ATF5
cg17178336	IHH
cg17178888	FLJ14166
cg17179099	APPBP2
cg17179881	BIK
cg17181653	SF3B5
cg17183546	D4S234E
cg17183991	HS6ST3
cg17185639	ITGB3
cg17186444	NDNL2
cg17186803	SCN4B
cg17188046	T
cg17188169	DDX43
cg17189494	MAD2L2
cg17190608	CUTL2
cg17191178	SHOX2
cg17191715	CA1
cg17192247	MAPRE3
cg17194182	EPO
cg17196716	CXorf36
cg17197538	KRAS
cg17198372	PPEF1
cg17198722	PRDX3
cg17199483	ABCC1
cg17199658	MGC39715
cg17200465	ENTPD3
cg17204557	FLJ14816
cg17207590	APH1B
cg17208363	TYRO3
cg17210604	HIC1
cg17213552	DLAT
cg17214107	FGF2
cg17215680	SIGLEC10
cg17217654	C3orf60
cg17217677	SMPD3
cg17223189	CHMP2A
cg17225169	PJA2
cg17228833	ARL6IP
cg17229197	KCNQ1
cg17229388	MGC35169
cg17232861	TRIM10
cg17233506	HOXB1
cg17233601	PTPN5
cg17233935	DSCR10
cg17234150	CACNG3
cg17236617	ACOT7
cg17237063	RBMS3
cg17237813	TTLL7
cg17237881	BIRC7
cg17238009	C10orf11
cg17239761	SNAP29
cg17240454	SPDEF
cg17240496	LOC51035
cg17240987	WFDC3
cg17241013	NEK2
cg17241310	BARHL2
cg17241657	C4orf16
cg17243643	RDH5
cg17248183	LOC162427
cg17250929	S100A5
cg17251713	SERPINB7
cg17252960	ID4
cg17253459	OLFML3
cg17255302	K6HF
cg17256157	NMBR
cg17256555	C8orf53
cg17257175	MUC1
cg17258195	ISLR
cg17259265	HYLS1
cg17259741	ZNF509
cg17260124	KCTD14
cg17260449	TOPBP1
cg17260725	CCNB2
cg17260954	ATP10A
cg17261830	NEK9
cg17263089	SLC25A3
cg17264470	FGF21
cg17267493	TNFSF13
cg17269277	FGFR3
cg17272491	GOLGA3
cg17272843	KCTD14
cg17274064	ERG
cg17274742	GPNMB
cg17277529	FGF3
cg17277939	MGC13168
cg17279839	RARRES2
cg17280624	PGRMC2
cg17281600	FCRL4
cg17283268	POLRMT
cg17285325	ECGF1
cg17286491	CEP350
cg17286640	KDR
cg17289734	SEMA3B
cg17291001	SERPINA13
cg17293470	COQ10B
cg17293641	TNFRSF11B
cg17294081	ATRN
cg17296166	FLJ10781
cg17298704	CLDN18
cg17300307	GLS
cg17301902	GNA14
cg17302852	FXR1
cg17303299	ENO2
cg17304433	ERGIC1
cg17304878	WDR68
cg17305187	KLF15
cg17307280	DRD1
cg17316750	FAM82C
cg17317962	ACTG1
cg17319849	GBA
cg17321617	BATF2
cg17324128	RASSF4
cg17324707	C3orf28
cg17327492	FSHR
cg17328659	STUB1
cg17329164	PPT2
cg17329249	MAT2B
cg17329518	WDR4
cg17330200	ERMAP
cg17332016	FLJ10847
cg17333479	ZNF571
cg17336076	FAM35A
cg17339202	SYNC1
cg17341358	MRPL1
cg17341703	SLC35A1
cg17342283	PRG1
cg17342759	PPP2R2B
cg17345480	SPPL3
cg17346022	SNX6
cg17346115	POLA2
cg17347253	MEST
cg17347389	TRIM9
cg17347634	CYP7B1
cg17349199	C10orf82
cg17349753	RTN4RL2
cg17350448	AGTRAP
cg17351116	C20orf22
cg17351385	ALKBH6
cg17352004	C14orf29
cg17353431	THAP7
cg17354052	UBPH
cg17354708	HDAC8
cg17356112	PLXNA4B
cg17356181	MAP4K5
cg17356252	AIRE
cg17356532	SPCS2
cg17356733	IFNGR2
cg17357062	FCN1
cg17357865	UBLCP1
cg17357984	CDC34
cg17361154	ENTPD8
cg17361641	JUND
cg17364922	YTHDF1
cg17366294	MGC46496
cg17366325	RPL19
cg17367215	SUPT5H
cg17371067	CEBPB
cg17371081	NELL1
cg17376813	C19orf21
cg17378989	ERCC1
cg17380128	DDX17
cg17383958	RRAS
cg17384214	C6orf48
cg17385448	AGMAT
cg17385674	ARID1A
cg17386181	MT1B
cg17386185	GLYCTK
cg17386433	FAM76A
cg17386700	MVD
cg17386991	POLR3F
cg17387870	CHFR
cg17387916	RPL28
cg17388484	JUP
cg17389295	FBL
cg17389519	PTF1A
cg17391929	NEDD8
cg17393296	FLJ10986
cg17397420	MS4A10
cg17397493	PRLR
cg17398595	SH3GL2
cg17398613	SLC37A1
cg17399352	SPHK1
cg17403875	LGALS3
cg17404081	SAPS3
cg17404605	MAP2K7
cg17404915	OVOL2
cg17405586	KRT1
cg17408686	CHCHD6
cg17409393	ATP9A
cg17410236	FLRT2
cg17412258	DLK1
cg17412351	STYXL1
cg17412560	CSEN
cg17413703	TAF11
cg17414107	GNAS
cg17414431	PPFIA3
cg17415555	TMTC2
cg17415721	SLC29A2
cg17416146	EIF4EBP3
cg17416608	RAB6IP2
cg17417054	CLSPN
cg17417191	CGI-115
cg17420360	FLJ13236
cg17421623	C3orf9
cg17422427	RNPEPL1
cg17423978	SIRPD
cg17425224	PARK7
cg17425616	SNX2
cg17428423	DOC2A
cg17428950	SQRDL
cg17429424	DUSP1
cg17430393	VSNL1
cg17431739	MSRB2
cg17436805	MIPEP
cg17439694	CP
cg17441778	MYO7A
cg17445987	DNMT1
cg17446142	GDF9
cg17451138	C12orf38
cg17452277	EBAG9
cg17452384	MAPK10
cg17453778	CASR
cg17455591	40071
cg17456704	ZNF625
cg17457560	NRG1
cg17460095	PLEKHC1
cg17460386	FAIM3
cg17460846	COX15
cg17461214	CHML
cg17463527	SGK2
cg17465304	KIF12
cg17465631	BCMO1
cg17466535	TMEM55B
cg17466768	RBJ
cg17468440	PPP2R1B
cg17468841	CBLB
cg17469356	TUSC2
cg17469479	CLEC9A
cg17469978	CAV1
cg17470143	DCAMKL1
cg17470637	39874
cg17471019	TMEM67
cg17471102	FUT3
cg17471928	STAC2
cg17475456	CLEC2B
cg17477756	HNRPM
cg17480438	KIAA1244
cg17482740	DNMT3B
cg17483510	GNB4
cg17484237	HAVCR2
cg17488985	NT5E
cg17489622	TMEM24
cg17489752	BAT1
cg17489897	PTEN
cg17491456	DAB2
cg17496788	DDR2
cg17496921	TSPAN16
cg17497271	GPR176
cg17498523	GTF2A1
cg17499294	METAP1
cg17500329	C8orf17
cg17500962	C16orf47
cg17501569	MSLN
cg17502536	PADI1
cg17503456	FOXL2
cg17503750	KRTAP19-6
cg17504145	CRYBB2
cg17504464	AK7
cg17505757	NUP88
cg17506742	IL10RB
cg17509612	C9orf78
cg17509807	GTF3C2
cg17509872	CNOT7
cg17511416	C9orf93
cg17518825	EPAS1
cg17518962	GAL3ST4
cg17518965	EDG6
cg17520176	ZMYM4
cg17522249	ARTS-1
cg17522601	CHFR
cg17523380	PPP1R1A
cg17524624	GSTK1
cg17525406	AJAP1
cg17526300	PTER
cg17527798	LTF
cg17533684	PIK3R3
cg17533847	CBX4
cg17534899	IQSEC1
cg17536071	UNQ689
cg17536532	KIAA0649
cg17536848	LMBR1
cg17539235	KISS1
cg17541922	PRSS23
cg17542385	LCE4A
cg17542835	RPL6
cg17543123	PLEKHF1
cg17550582	SLC2A10
cg17552093	SIRT7
cg17556578	RAB8B
cg17558126	RASSF5
cg17559549	MAPK7
cg17559711	JUB
cg17560179	TAS2R5
cg17560332	BOLL
cg17560720	FBXO18
cg17561435	BMPER
cg17561452	LOC161931
cg17563769	GTF2A2
cg17565490	CENPB
cg17567317	POLR2F
cg17568035	FLOT2
cg17568996	NFAM1
cg17569486	AP1S3
cg17572572	ATPBD1B
cg17572791	HAX1
cg17574251	FNDC8
cg17578903	EHD1
cg17580045	CCND2
cg17582250	RCD-8
cg17582777	EFNA3
cg17586860	SSTR4
cg17587934	HNRPAB
cg17589175	HSPC152
cg17589341	SLC14A1
cg17592292	DGKQ
cg17592734	ZNF175
cg17592812	FAM32A
cg17593391	RRAGC
cg17597195	TMEM126B
cg17598875	C14orf133
cg17599586	PISD
cg17601843	MICAL-L1
cg17602451	BCL2
cg17603184	C22orf5
cg17605084	HEM1
cg17605847	PREB
cg17606683	HSPC138
cg17606785	EFS
cg17606881	ECT2
cg17607231	SP140
cg17608500	FLAD1
cg17610929	ACCN4
cg17611475	CENTG1
cg17612991	C3
cg17614750	P4HB
cg17615007	ZNF134
cg17616707	ATP5B
cg17617223	ZYG11BL
cg17618092	RBM14
cg17619823	ADRB3
cg17624892	HMGN4
cg17625032	NOD27
cg17626563	RS1
cg17627559	TSPAN32
cg17628717	HECW1
cg17630127	MS4A5
cg17631429	FKHL18
cg17638137	TCERG1
cg17638468	CD200R1
cg17639046	HS3ST3B1
cg17639059	NAB2
cg17639290	TIMM8B
cg17640201	ZNF553
cg17640322	CD44
cg17641104	PCTK2
cg17641252	PLEK2
cg17642353	PSG6
cg17644208	ADCY3
cg17644867	FOS
cg17647273	UPB1
cg17647744	TMEM9B
cg17648241	ALKBH8
cg17651255	SYF2
cg17651821	HIST1H4L
cg17653969	SPHAR
cg17655576	PIAS4
cg17655614	CDH1
cg17657618	FLJ43806
cg17659886	AP1S2
cg17660026	ST13
cg17661881	PARP1
cg17662177	PFC
cg17663463	ZIM2
cg17663577	SLC2A4
cg17665193	GAD2
cg17665608	GALNACT-2
cg17667972	KRT4
cg17669700	NDUFS7
cg17671157	KCNK10
cg17675150	ZNF532
cg17675882	NDRG3
cg17676096	LEO1
cg17676574	UROC1
cg17677842	PRDM4
cg17679246	PDK1
cg17680902	SKIV2L
cg17682309	STX7
cg17682828	FXYD7
cg17683775	PTGES
cg17685628	NKX2-8
cg17686885	TOM1L1
cg17687282	A4GNT
cg17687962	KLK3
cg17688525	L3MBTL4
cg17692403	R3HDML
cg17693270	DGAT2L6
cg17696091	SYCP1
cg17697457	GEMIN7
cg17698643	C16orf63
cg17699374	MGC35206
cg17701886	B3GNT5
cg17703212	DYDC1
cg17703324	OPTC
cg17703554	WDR21C
cg17703658	DDIT3
cg17705056	PQLC1
cg17705081	GPKOW
cg17706173	C16orf30
cg17709466	OBFC2B
cg17709676	LMAN1
cg17709873	LTA
cg17709884	H2AFZ
cg17710021	G0S2
cg17711587	EIF2S2
cg17711870	WWP1
cg17714030	HBQ1
cg17714794	BNIP1
cg17714799	CASP6
cg17714828	AYTL2
cg17717588	GTDC1
cg17718302	HIST1H3J
cg17718515	IPO9
cg17720231	IGSF9
cg17720233	TNFAIP8L2
cg17723549	CCDC55
cg17724365	NBN
cg17725461	RFX1
cg17725472	CHIT1
cg17725968	PDHA2
cg17726022	SLC38A1
cg17727529	C1orf61
cg17729667	KIAA0980
cg17729941	S100A13
cg17731079	CDC42EP3
cg17731261	ACHE
cg17732044	PEX11A
cg17732521	RHOG
cg17733100	C1orf106
cg17733331	CDH3
cg17736259	DMRTB1
cg17738133	CDKN1C
cg17738194	GK2
cg17738494	BRPF1
cg17740399	IPF1
cg17740645	GRB7
cg17741106	RDH14
cg17741291	DDX21
cg17741572	CFB
cg17742155	ATP6V1G1
cg17742874	DHPS
cg17745122	IRX3
cg17746675	C3orf31
cg17747005	DEPDC2
cg17747332	SMARCA4
cg17749384	MPP7
cg17749443	ZFP37
cg17749520	ITGA2B
cg17749961	LYCAT
cg17751569	CD180
cg17751867	GOLPH3
cg17753124	IER2
cg17754680	NPC1L1
cg17754980	FAM54A
cg17755581	VAPB
cg17756392	CLPP
cg17757055	DKFZP564O0823
cg17758148	JMY
cg17758721	SNRPB
cg17759354	SLC12A3
cg17765461	DAZAP1
cg17767184	DHFRL1
cg17767659	BYSL
cg17767931	SLC25A26
cg17769158	ODF1
cg17769238	H19
cg17770886	ZNF511
cg17771150	LCP1
cg17771854	IPO13
cg17774305	C12orf62
cg17774418	FLJ33708
cg17775235	NPTX1
cg17775713	TF
cg17776353	BMPR1A
cg17777592	CAB39L
cg17778120	RBP2
cg17778721	CBX1
cg17778867	KRTAP10-8
cg17780098	CSRP1
cg17783509	PHOX2B
cg17784922	KEL
cg17786776	FKBP9
cg17787710	RAC3
cg17788013	SPINK5
cg17788682	ARNT2
cg17788832	PSKH2
cg17790333	CYP11A1
cg17791617	DLG5
cg17791651	POU3F1
cg17791766	HSPBP1
cg17791936	SLC37A4
cg17794261	ZNF688
cg17795240	GATA4
cg17795586	P2RY13
cg17797182	SNRPD1
cg17800442	CTF1
cg17801256	ZMYM4
cg17802847	CFLAR
cg17803089	FANCE
cg17803430	C4BPA
cg17803965	SPOCD1
cg17804302	NKD1
cg17804987	MAPKAPK3
cg17805404	GPR162
cg17806989	RNF17
cg17808849	HERPUD1
cg17809798	SNW1
cg17810944	GDAP1L1
cg17811228	PSD2
cg17812013	GPX4
cg17813891	EVL
cg17815841	SCC-112
cg17818900	CRIP2
cg17819635	TCTEX1D1
cg17820459	GPX3
cg17820591	ENO3
cg17820828	KCNQ1
cg17823175	AZU1
cg17823320	C8orf35
cg17826679	SLC44A2
cg17827767	LRRC21
cg17829314	C1orf122
cg17829936	TAAR5
cg17830308	NEUROG1
cg17830754	SCDR10
cg17832162	SEC11L3
cg17832674	CALM3
cg17833578	LRRC21
cg17834443	C8orf35
cg17834752	KCNK9
cg17836145	VNN2
cg17838026	KCNC3
cg17838516	MTNR1B
cg17838626	PHCA
cg17839278	MTCH2
cg17839611	GNGT2
cg17841529	OSBPL8
cg17843759	ELL
cg17846100	MT
cg17847607	CALR3
cg17849194	SAS10
cg17849956	ZNF304
cg17850880	RNF6
cg17851105	UNKL
cg17853587	NDST3
cg17854497	SEPHS1
cg17860158	CNTN2
cg17860186	PLEKHG2
cg17861230	PDE4C
cg17863168	APRT
cg17865752	CCNT2
cg17866455	SCAND2
cg17867194	SLC30A6
cg17868994	NIPSNAP3B
cg17870792	LPHN2
cg17872064	NOP5/NOP58
cg17872476	VTI1A
cg17872757	FLI1
cg17875156	NTN1
cg17877494	ACAA1
cg17877656	PCGF6
cg17878972	HRASLS
cg17880199	MYH11
cg17880859	RBBP7
cg17881637	MRPL40
cg17884373	PPM1A
cg17885062	NRCAM
cg17886028	CCND2
cg17886959	MT2A
cg17887537	RRAGA
cg17889103	UQCRB
cg17890764	ITIH4
cg17891123	IQGAP1
cg17891149	SHC1
cg17891278	ZNF289
cg17892328	GLUL
cg17892556	ZNF625
cg17894008	NACAL
cg17895149	PLAGL1
cg17895873	SMYD5
cg17896097	ZBTB26
cg17896249	E2F4
cg17897236	NIPA2
cg17902858	NPDC1
cg17903316	LOXHD1
cg17903544	PGAM5
cg17904068	CHFR
cg17904739	MGC4266
cg17904786	GTF3A
cg17904815	C13orf23
cg17905198	NDUFV2
cg17906786	LOC400120
cg17907567	HAMP
cg17910564	VDAC3
cg17913068	PPFIA1
cg17914753	CYP2S1
cg17915429	PGLYRP2
cg17917518	P2RX4
cg17918089	SETDB1
cg17918201	ABI1
cg17918239	ZNF281
cg17918501	FNDC4
cg17920197	LGI4
cg17921034	AKAP11
cg17921310	MAPBPIP
cg17922226	CLCN1
cg17923358	RELN
cg17926869	LOC115098
cg17927917	INSIG1
cg17928268	CST11
cg17929627	MKI67
cg17935677	WDR76
cg17936488	FAM78A
cg17938146	ITGA10
cg17939444	C8orf4
cg17940013	GPR157
cg17940740	FLJ35801
cg17942096	RFXANK
cg17942553	ARNT
cg17943999	GEM
cg17945001	IGSF21
cg17946497	DUSP1
cg17946995	LOC196463
cg17947599	ACOXL
cg17948627	PSMB2
cg17950095	HOXA11
cg17952262	MFSD7
cg17959722	MRPL41
cg17960516	FLJ33718
cg17963089	PHPT1
cg17963840	ADRA1A
cg17964955	RBP3
cg17965019	HIST1H3J
cg17965230	PRDM1
cg17966192	SULT1C2
cg17966619	NT5E
cg17969298	ANGEL2
cg17971003	SLN
cg17974185	CTNNBL1
cg17976381	SMARCB1
cg17976829	TXNL2
cg17977409	SH3GL2
cg17978274	C15orf32
cg17979628	NENF
cg17980508	IFI44L
cg17981339	SBEM
cg17982504	DUS2L
cg17982671	IL28B
cg17983064	IL3
cg17983307	DKFZp434B1231
cg17987231	COQ10B
cg17989037	PRR11
cg17989572	RAB5C
cg17992056	ICMT
cg17993772	COPA
cg17993949	SLC22A12
cg17997329	MGC11332
cg17998964	MARK2
cg18001427	C21orf6
cg18003231	SLC25A18
cg18003698	GNRHR
cg18003795	CECR1
cg18006085	LRRC59
cg18006568	FLJ12056
cg18008766	SFRS7
cg18009798	FEN1
cg18011401	CACNA1A
cg18013830	RPUSD2
cg18014844	PARS2
cg18015044	ABCF1
cg18015677	FLJ12571
cg18016365	GABRB1
cg18017908	C17orf76
cg18022193	C19orf22
cg18022322	PCNX
cg18022344	IGSF6
cg18022496	SENP5
cg18022926	MAWBP
cg18023724	LOC92345
cg18027946	C21orf2
cg18031008	MRPS21
cg18034329	RABEP1
cg18034859	MYLK2
cg18036707	TBCE
cg18042079	C17orf40
cg18042806	MGC15875
cg18043104	TMEM50B
cg18043195	C9orf138
cg18043455	SEC61A1
cg18043828	C9orf150
cg18047509	CEP70
cg18047970	GADL1
cg18050213	FAM14A
cg18053607	PIB5PA
cg18055007	DDAH2
cg18055394	EPHA3
cg18056600	ZMYND15
cg18058949	NUP133
cg18059088	HS3ST1
cg18059223	NALP2
cg18059933	TP53INP1
cg18060199	BCAR3
cg18061485	GPX4
cg18062196	DHX40
cg18063149	FMO3
cg18064655	EEF2
cg18070061	DUSP4
cg18071006	ULBP3
cg18074297	CLIC6
cg18075299	C14orf54
cg18075454	MTRF1L
cg18081104	THEM5
cg18081258	NDRG2
cg18081313	ULK1
cg18081750	DUSP6
cg18081881	PGM2
cg18084114	MATN1
cg18084554	ARID3A
cg18084791	SLAMF8
cg18084798	RHPN2
cg18085206	CRK
cg18085435	ATP8B1
cg18085517	TRPM1
cg18087477	SYCP1
cg18087514	KMO
cg18088775	RKHD2
cg18089000	GBGT1
cg18089145	SEC23A
cg18090228	MAK10
cg18094221	TCTA
cg18096388	PDCD1
cg18098286	UGT1A10
cg18099844	C15orf24
cg18103150	C11orf47
cg18104321	MYST2
cg18105315	MANEAL
cg18105675	COLEC11
cg18106189	C18orf1
cg18107072	CGI-38
cg18107827	ZNF593
cg18108237	BRAP
cg18108623	FLJ34922
cg18109231	RFX2
cg18109798	SLCO1C1
cg18110483	THBS4
cg18110535	LPIN2
cg18112005	C14orf80
cg18112163	STAT3
cg18112431	CDADC1
cg18113787	CRSP6
cg18114671	NOL4
cg18117393	NPL
cg18117847	ZNFN1A1
cg18118795	RBBP4
cg18119407	CFLAR
cg18119529	ZNF114
cg18119609	MDM4
cg18123596	PIP5K2B
cg18123677	SERPINI1
cg18123948	GATA4
cg18124330	C12orf5
cg18124706	ATG4A
cg18125479	PYGL
cg18127191	CDC7
cg18127732	USPL1
cg18128666	NCOA1
cg18129786	ZNF445
cg18130069	RGS12
cg18130076	RBM14
cg18133957	APC2
cg18133966	PLA2G1B
cg18135555	PIWIL2
cg18137704	CECR6
cg18138484	CABP2
cg18138552	PSMD8
cg18139769	SGCE
cg18139900	ZNF140
cg18140857	RDHE2
cg18142353	LRP6
cg18145505	GREM1
cg18145683	JAK3
cg18146152	GNPTG
cg18149207	RORC
cg18149919	SIAHBP1
cg18150721	EPHB1
cg18151487	ARL3
cg18152311	FAM49B
cg18152517	LOC346673
cg18152712	E2F3
cg18153060	KRTHB4
cg18153124	KCNQ3
cg18160978	ZNF668
cg18164599	HPGD
cg18168989	C9orf41
cg18170080	ESAM
cg18172186	KIAA1913
cg18173454	NMT2
cg18174542	CSDC2
cg18175410	C18orf8
cg18176712	MYL5
cg18177682	PEA15
cg18178963	NDUFB6
cg18180155	RIBC2
cg18180783	MYOZ1
cg18181070	HTRA2
cg18181161	OPN1SW
cg18182038	BSDC1
cg18182358	ST3GAL6
cg18182399	DES
cg18184219	CEP170
cg18187335	CTTN
cg18189063	SPHK2
cg18190433	MYH3
cg18191162	KIF6
cg18192417	NEBL
cg18194038	CIRBP
cg18195628	MRPL48
cg18197795	GADD45GIP1
cg18197998	CRAT
cg18199266	CLEC4F
cg18201077	RSAD2
cg18201198	FLJ33708
cg18202456	KLF17
cg18204685	BTD
cg18205517	PP2447
cg18206040	DNAJA2
cg18211447	RAGE
cg18212039	EXTL1
cg18213440	TFG
cg18215716	TMEM111
cg18216249	FLJ21908
cg18217172	REPS1
cg18219226	GUSB
cg18219418	PARP6
cg18219951	GABRG2
cg18220284	TAF5L
cg18220560	SMC6L1
cg18221862	TMEFF2
cg18223379	BPIL3
cg18224761	C1orf33
cg18226566	NEDD9
cg18230771	AGC1
cg18231267	RUNX3
cg18234011	IGF2BP2
cg18235146	MGC5509
cg18236079	HS3ST3A1
cg18236297	CYSLTR2
cg18236477	ATP8A2
cg18236734	HTR3E
cg18237405	CPNE5
cg18239253	DEFB32
cg18239753	KHDRBS2
cg18240496	SCAMP1
cg18241647	WFDC12
cg18242139	ELAVL4
cg18242682	FOXK2
cg18244915	ZNF569
cg18247054	RNASET2
cg18247638	BIVM
cg18248112	KCNJ15
cg18249244	ELP3
cg18251360	DGCR8
cg18253802	MYB
cg18254848	CLC
cg18263030	MARK3
cg18263177	FLJ10922
cg18263686	LOC128153
cg18265887	RAC2
cg18267374	NEF3
cg18267381	ZNF659
cg18270343	JRK
cg18272264	CACNB4
cg18273501	FAM26B
cg18273566	LOC148898
cg18275051	CYB5R1
cg18277508	SLC39A8
cg18277754	ALK
cg18279742	RPS2
cg18282543	BAIAP3
cg18282619	ZNF706
cg18283554	U1SNRNPBP
cg18284523	TINF2
cg18285544	C20orf161
cg18285951	INPP5E
cg18286698	GDA
cg18287975	MEF2C
cg18289156	FLJ37357
cg18292394	MAT1A
cg18292711	KIF5B
cg18294158	ORC5L
cg18294257	SEC14L3
cg18294881	LARS2
cg18296405	SENP7
cg18299211	PIGK
cg18303397	MBD4
cg18304195	KBTBD8
cg18304674	ZDHHC6
cg18305837	COQ7
cg18306327	BFAR
cg18307767	CCDC5
cg18312429	SLC10A2
cg18312782	TEX2
cg18313110	COPB2
cg18317951	PLEKHF2
cg18320188	MLH1
cg18321354	CARD11
cg18325289	USP48
cg18328190	C3orf35
cg18328334	TNS1
cg18328933	ABHD14A
cg18329349	CAV1
cg18330203	TNNT2
cg18330611	NPPC
cg18331396	RAF1
cg18333690	PADI4
cg18333807	GSK3A
cg18335068	ZNF677
cg18335243	PTGS2
cg18335933	WRNIP1
cg18337803	CACNA1G
cg18338021	GZMM
cg18338293	BBS1
cg18338296	THRSP
cg18338311	LOC124842
cg18340214	MRPL33
cg18341054	NARS2
cg18342279	ZAR1
cg18342900	LOC388272
cg18343292	MS4A7
cg18343862	XLKD1
cg18344063	MGAT4C
cg18344745	GLRB
cg18345369	PRSS22
cg18345635	SLC16A3
cg18346038	CDC91L1
cg18347238	VPS4A
cg18349258	SMEK2
cg18349835	VIPR2
cg18350391	IL32
cg18350458	EIF4EBP1
cg18353563	ABTB1
cg18354264	MIXL1
cg18356330	GTF2E2
cg18356799	DSC1
cg18357098	C3orf19
cg18357645	OS9
cg18359921	MCCC2
cg18360149	ZNF79
cg18361093	PAOX
cg18362489	PHF21A
cg18364820	CXorf38
cg18368125	TMED6
cg18370227	KRTHA3A
cg18370979	C5orf21
cg18371284	ZFP1
cg18371506	NRP2
cg18372353	ATPBD4
cg18379495	ZNF703
cg18380974	WIG1
cg18380975	C6orf1
cg18381880	VDAC3
cg18382305	C18orf34
cg18383069	LOH12CR1
cg18383160	C14orf24
cg18383391	MON1B
cg18384097	PTPN7
cg18384168	FGF22
cg18387216	HDAC2
cg18388972	CCT3
cg18389062	MAN1A2
cg18389810	C14orf8
cg18390025	ELOVL3
cg18392783	PRKCDBP
cg18393014	SETDB2
cg18393722	FLJ43276
cg18394496	LOC374395
cg18394848	KRAS
cg18396865	SNX6
cg18397523	EVX1
cg18397653	DMP1
cg18399703	EVA1
cg18401406	LOC400120
cg18403361	CLEC14A
cg18403396	B3GAT2
cg18408326	CACNB2
cg18408487	NT5C3L
cg18409845	39877
cg18410627	RALGPS1
cg18411891	FZD4
cg18412613	YKT6
cg18412984	WDR20
cg18413240	SLC35A5
cg18414381	EHF
cg18416881	AKR1B1
cg18417464	HSPC268
cg18418460	ULBP3
cg18418503	STAM
cg18419020	TYMS
cg18420965	EPHA5
cg18422443	KITLG
cg18422795	C20orf165
cg18424091	HSPA1L
cg18424538	CNO
cg18427589	MGC13024
cg18428217	C7orf26
cg18428373	FRMPD1
cg18428563	FLJ30707
cg18429742	ZDHHC11
cg18430208	CA5B
cg18431127	EPB42
cg18432105	MYH2
cg18432384	FLJ32771
cg18433380	NNAT
cg18434152	PROK1
cg18435900	ZNF485
cg18437633	ITGB6
cg18438300	FZD9
cg18438777	NPY5R
cg18440048	ZNF70
cg18440188	MAP4K5
cg18440474	CHN1
cg18441959	VPREB1
cg18442986	TTL
cg18443378	WDR17
cg18445047	MGC26885
cg18450227	MAPK4
cg18452324	MFNG
cg18452600	MSRA
cg18453621	LMX1B
cg18454685	CACNA1G
cg18456149	NAPB
cg18457737	SPATA19
cg18457775	ATM
cg18458993	ARG2
cg18462653	DEFB119
cg18463417	PLAGL2
cg18464137	SEMA3E
cg18464559	ITGB3BP
cg18466173	C21orf93
cg18468219	MARVELD3
cg18468467	CITED1
cg18468842	SLC13A3
cg18469326	C17orf41
cg18470891	FOXM1
cg18472228	BAMBI
cg18473117	CCDC22
cg18473162	LOC126208
cg18474135	CDC26
cg18477315	GOLGA5
cg18481241	RB1
cg18482268	POU4F3
cg18484189	NALP10
cg18485154	TTLL4
cg18485485	DECR1
cg18485955	TNFRSF17
cg18486150	KIF17
cg18487515	ZNF342
cg18488623	TPD52L2
cg18488855	NOVA1
cg18489434	VASH1
cg18489440	KIAA0746
cg18489719	GFM2
cg18490846	C17orf73
cg18491230	ANLN
cg18493147	C19orf19
cg18493182	LYPD2
cg18493238	ANKRD30A
cg18493899	ZDHHC5
cg18495298	FADS3
cg18495563	TCP11L1
cg18497960	RBM12
